t_wait,t_exec,t_start,memory,function_name,function_image,node,replica_id
0.0,0.05347694323620544,79.94656329751811,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.09240136621977513,79.94656329751811,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.15129098413623865,79.94656329751811,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.054078329739468245,81.39852284377469,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1305163567689931,81.39852284377469,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.1988409665108577,82.40769509160066,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.20316972801687427,82.40769509160066,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.23183208849621906,82.40769509160066,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.11979666775647502,83.80452866123126,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.24806915773885407,83.80452866123126,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05549678293442639,84.72689302136571,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.10538635646304328,84.72689302136571,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.14198086248364916,85.7277097934491,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.1700308816654541,85.7277097934491,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.1856442920581003,85.7277097934491,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05052367050943474,86.4206906507957,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05767589371801307,86.4206906507957,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.16611632838055357,86.4206906507957,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.05273837969764372,87.12727201853254,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05480272625949567,87.12727201853254,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.13807463661335362,87.12727201853254,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.15518034851979223,87.12727201853254,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.04963848237565571,88.4366460309863,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.0632122151183836,88.4366460309863,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06138533564863735,89.10776875311036,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06211004065011139,89.10776875311036,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.13813223018118492,89.10776875311036,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.06028796779963841,90.64412943275597,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.0615513159092842,90.64412943275597,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.16271066568195636,90.64412943275597,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.046090575106234155,91.95095659599427,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.057244143895346156,91.95095659599427,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05996748013802744,91.95095659599427,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.16401384536537478,91.95095659599427,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.1882933165034899,93.42411111945086,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.19275198794360904,93.42411111945086,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.2191433584305713,93.42411111945086,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.056465862955832336,94.73157285688157,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06270155141972111,94.73157285688157,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.177651513761802,94.73157285688157,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.18236471548048883,94.73157285688157,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05826037510577464,95.47625062452349,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.12695971683932328,95.47625062452349,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.14238454704232595,95.47625062452349,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.20819824322917668,95.47625062452349,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.04947453478513353,96.87469627554809,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06504807852864758,96.87469627554809,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05379279664356318,97.76302566304922,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.055691512710865254,97.76302566304922,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1540130428592903,97.76302566304922,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.16050892002391492,98.5861682304856,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.1620733611001839,98.5861682304856,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.057605353734288656,100.0447899133448,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.14671269310549917,100.0447899133448,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.14729060616497236,100.0447899133448,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.10607521107012019,101.61935797436406,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.16319033411447492,101.61935797436406,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.11020364014352424,103.27109162194526,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.15553383784315145,103.27109162194526,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.19125230132554805,103.27109162194526,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.04631469787179299,104.49145632816689,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.14804151267493637,104.49145632816689,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.15122849109967262,104.49145632816689,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.1974591165134285,104.49145632816689,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.054109462924472496,105.74170512487518,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1298947407457547,105.74170512487518,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.2189812170573191,105.74170512487518,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05323084629105779,106.70742758679106,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.229736214261834,106.70742758679106,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05844164598798329,107.88112870320698,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.14307746156369205,107.88112870320698,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.1589487853832594,107.88112870320698,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.2066669656628335,107.88112870320698,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.11770335015309286,108.77808343218523,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.15312015677882584,108.77808343218523,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.21450961375850852,108.77808343218523,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.0650306522937143,110.36382766500668,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1975406330040812,110.36382766500668,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.05596519747169282,111.28716259954592,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.23962546938089702,111.28716259954592,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.06049549225649287,112.65195974504279,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1788713745779802,112.65195974504279,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.05633519864024095,113.86863706803074,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.15696369227779883,113.86863706803074,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.15955937044330426,113.86863706803074,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.04851389090474356,114.59292121739863,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.053137641157448456,114.59292121739863,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.17619587161571815,114.59292121739863,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.2102011009316982,114.59292121739863,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.0531544324196318,115.77510668382568,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05335487945669115,115.77510668382568,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.055361493007765716,115.77510668382568,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06207557371784844,115.77510668382568,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.048393139879820524,117.04298123565185,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.17627705271146965,117.04298123565185,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.19325789266270021,117.04298123565185,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05346088122323067,118.20534125098693,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05774895764487553,118.20534125098693,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.2519395368502444,118.20534125098693,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.057014216346971125,119.56695762014547,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.16398206837818918,119.56695762014547,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.17458461018281923,119.56695762014547,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.2020707436454927,119.56695762014547,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.0496441655600961,120.85185989899063,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.16700468636400956,120.85185989899063,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.24181848267517125,120.85185989899063,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.04684001860442777,121.72203784389349,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.12531052933090336,121.72203784389349,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.169539692302493,121.72203784389349,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.2248109954578439,121.72203784389349,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.048833965076639174,122.87271106913578,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05056698632168377,122.87271106913578,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05735895238217381,122.87271106913578,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06393122034161536,122.87271106913578,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.059577920351912894,124.04929892604012,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06461644636658548,124.04929892604012,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.047212258900117376,124.75784671635083,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.10063251785001626,124.75784671635083,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.12522795145159193,124.75784671635083,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.15402930905241874,124.75784671635083,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.05509266362514609,126.03866656732895,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05563848020126727,126.03866656732895,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1446435100868655,126.03866656732895,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.04971410040433,126.80085947310849,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1530494734732457,126.80085947310849,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.1717042215882998,126.80085947310849,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.04915533346697032,127.45990602480937,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.058647110512012546,127.45990602480937,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1657784060957681,128.96682896964492,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.16852285280430124,128.96682896964492,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.17173056489482974,128.96682896964492,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.2359113109819191,128.96682896964492,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.04881648539625871,130.30655743497093,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.14020272015099522,130.30655743497093,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.17919649066851662,130.30655743497093,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.049819544758435086,130.99133180854727,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.053274285000554755,130.99133180854727,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.11282691754522034,132.36662733710764,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.1344100020194503,132.36662733710764,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.14498131134394043,132.36662733710764,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.12994990641257687,133.6864620543486,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.14304431101899695,133.6864620543486,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.18424807522430342,133.6864620543486,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.19694129935987803,133.6864620543486,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.10921626095668557,134.3942267947445,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.230502844005116,134.3942267947445,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.13648475496606238,135.56237299257512,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.1600461012854737,135.56237299257512,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.17377066590094614,135.56237299257512,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.18527480113189654,135.56237299257512,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.0487324921771517,136.72747098657538,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06548217683891266,136.72747098657538,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.11595130798261266,136.72747098657538,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.16832407748697165,136.72747098657538,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.12610754487945997,137.69779955026428,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.18189923026679367,137.69779955026428,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.1226322770147874,138.87062520746733,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.1747957474725581,138.87062520746733,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.05300740056935638,140.0312915984107,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.18548749146611954,140.0312915984107,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.04910860157869479,141.12397704292889,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05679748505264115,141.12397704292889,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05467534896015991,142.5991028308556,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1666591257053085,142.5991028308556,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.061882904623757895,143.29479423029753,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06496410345599202,143.29479423029753,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.12398800078187833,143.29479423029753,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.19642566310872667,143.29479423029753,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05034735273534352,144.79095898910526,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.17160656353601667,144.79095898910526,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05147547563129251,146.24490287979296,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05499549006938764,146.24490287979296,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.10771188168229173,146.24490287979296,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.16349904822575922,146.24490287979296,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.14084944472736538,147.5329933238613,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.18451260096128408,147.5329933238613,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.059909081992088886,148.84336100240486,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.10546580034298358,148.84336100240486,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.1268338056619882,148.84336100240486,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.1765877393227413,148.84336100240486,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.05591400358244414,149.5740914148761,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1341935539966812,149.5740914148761,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05822469650567541,150.82937776371998,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.1308106662806381,150.82937776371998,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.14221937056288425,150.82937776371998,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.17489901619816806,150.82937776371998,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.06272931309644036,151.81591514457162,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.21779260157779845,151.81591514457162,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05849414000707043,153.10678478358707,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.11194489022165044,153.10678478358707,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.24355732858552415,153.10678478358707,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.05486043116886208,153.95259293292202,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.18633583545911847,153.95259293292202,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.19282589942551454,153.95259293292202,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.053494958207522814,154.83346683593405,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.06412199375316163,154.83346683593405,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.10308012803278643,154.83346683593405,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.16320652480493436,154.83346683593405,134217728,python-pi,python-pi-cpu,server_0,140191910900640
0.0,0.05410681541891904,155.96763326488275,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.14811730132916523,155.96763326488275,134217728,python-pi,python-pi-cpu,server_0,140191910902992
0.0,0.051163639072456135,156.76203221688215,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
0.0,0.05721228031924852,156.76203221688215,3221225472,resnet50-inference,resnet50-inference-gpu,server_0,140191910566064
